0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
42.14991286565115,82.31822370586355,41.72682556625384,93.35310948988527,25.622023178507913,31.960872605419233,40.919539262767735,21.931190994234473,37.30673113943395,60.04683055755039,57.039847101829,18.621281886237217,62.67934134977544,65.25986074196207,99.01636641586728
93.8738483366476,65.10341787271588,32.11183575390167,66.79362517707787,41.00401967311016,33.39615598571751,52.56719489274661,11.264169656703537,91.26355620798383,26.297773660330726,87.49014441068786,81.30113966646837,51.09417968847547,11.63543701365597,76.33903797757262
6.613532463051952,94.61739212549041,81.77912605078981,97.5099867472339,92.12193791900992,57.599119644542185,31.90567058171493,90.25012615140501,64.4481981068962,79.56766746236748,59.52624528044388,45.2155979160608,41.59434996292002,78.3010642076201,16.301362368962803
61.328559817334025,44.95639590881534,45.31618619446762,29.417204583692836,95.78852491362015,4.093579594374452,36.625304313933526,75.44146634491324,10.355242911752827,47.046293844865126,94.6317863855316,1.5084760314807544,1.841761357164906,64.36179109614396,93.70200960443891
93.80968721657081,96.06390809852918,12.300773947275712,24.242055321140644,34.20323467741911,64.85040579995832,65.45864842802274,26.252187196040744,21.149885747839157,89.38926194177425,83.4717047931964,23.72834277327468,33.07168457757393,22.74626941333927,51.436040583789364
4.221426941602957,72.41163604494619,5.462301110855517,39.979100033414696,10.345451604552803,22.595890046785094,48.460320481067974,16.10378010691359,27.36070737503663,69.1073073695184,69.80755422048173,83.60731330593434,47.472945534575814,70.55680985805532,68.73401083471843
18.957800833638604,22.482778166117,60.40838282900006,76.95129554368724,99.79823165924523,60.86124180549878,73.5225912670771,94.48301136295896,93.59833678470194,91.16996614977568,75.71418629370973,79.62926000082547,78.13283258815692,83.50678794548926,69.97099272964384
49.83174301696717,37.429502769027444,41.60701602951127,94.22823671086837,59.15430189613937,76.33975937297602,92.44760750141367,7.897821562951169,97.5229577945008,72.15833979698775,71.43441425860343,32.062274217010376,0.4567482157033509,60.346247991674005,48.86780631964177
35.95485001256699,38.97473278337639,23.13834059671116,89.1729349876586,61.77469505057762,89.68737464239464,71.88179729300707,6.593239744563595,76.53091642154656,47.599773501127984,50.18005580881599,54.519214301530305,43.87103155532799,37.60419368103701,29.599389888630313
81.78609569818288,53.74551966955785,49.64555399478966,28.779863779628734,40.941207708988294,40.659632839145324,49.57304638653017,94.13689037980065,22.588381252305012,6.223465862234323,60.9589957475186,91.12599564328205,94.51007322797057,98.39550067742839,18.68870689410049
39.95943650956595,15.125274841953019,21.201709338618958,20.388491869989135,50.2787926228586,63.23060111320573,17.827815830638414,50.25666489111838,21.947114337799633,46.83177627796346,19.70834682049498,67.97180639050673,51.77703853553355,91.34844314544287,96.42638693104215
62.010679580685036,37.15166876329909,94.09354957248938,96.21870816072641,96.19932744861735,30.92789092673821,13.636684324649329,83.47981437523964,10.093390662584111,62.8684381645905,3.423939728240255,43.261804367029356,47.5932993389404,97.27167972322744,84.91460227152999
51.17167462244663,43.412796973718514,93.64498387891351,88.88402699849436,79.46943831234702,15.600477514905242,19.360174519209437,16.475244269399504,33.20551390876797,82.88783128057283,47.21690549881341,20.271483405415413,49.303182165324856,26.470567357499498,50.64210790533544
22.190856584385166,28.5283292066845,40.705089639472426,17.719451024394505,40.579751049753746,65.09328076176327,54.61936048306223,56.032846784674106,85.94253388972282,79.61898355219508,57.72729966459972,37.36645356386138,88.73932476439589,5.1772533880257825,14.425426614960447
62.18623302663219,60.725916023028034,60.02310441964455,3.7550156632654264,95.36524235394182,99.90007110351732,42.565110603399845,19.202741273672064,99.71895371122635,35.955929600690425,63.85785333471405,15.651809226004154,98.19901070308435,18.74549893489419,75.87105149916299
